comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
"@Jacob_Rees_Mogg @RishiSunak You’re all toast Jacob .
Self-inflicted .",3,yes,3,3,3
@cjm691972 @scattysmum @bland_fm @Jacob_Rees_Mogg @RishiSunak The lower the higher tax rate the more revenue they get,2,no,2,2,2
@michaelgove @RishiSunak Blocked. Never voting @Conservatives ever again!,2,no,2,2,2
@mkatju @RishiSunak I still call one indian is hutiya and that is You,3,yes,3,3,3
"@RishiSunak Lol. Lies upon Bozo lies aside there's definitely been a deliverance through the shambles of the past few years, namely the billions squandered to your tory mates during covid and hell knows what else.",1,no,1,1,1
I have nothing to do with United Kingdom or the politics there. Still I am so Proud and happy for you. @RishiSunak Happy Deepawali Dear Sir. India is so Proud of you 👏,5,yes,5,5,5
@iJasOberoi Antonio Maino aka Sonia Gandhi and Rishi Sunak is still Rishi Sunak quite a difference,3,yes,3,3,3
@RishiSunak Congrats on becoming one of the youngest PM of United Kingdom. Recent times have proved how connected the global economy is and the importance of mutual development as sovereign democracies. We grow together with shared values and interests. Best Wishes.,5,yes,5,5,5
@willquince @RishiSunak #RishiSunak #WEFpuppet resign you traitor,2,no,2,2,2
"@trussliz @RishiSunak “Appointed” not Elected …🤔 

Interesting take. 

I guess a general election is arround the corner then.",4,yes,4,4,4
@PMOIndia  Rishi Sunak' dear pm / PLS PLAY PEACE AMBASSDOR ROLE WITH PM RISHI TO STOP SUPPLYING ARMS TO UKRAINE / END THIS WAR ? USA NEVER WANT TO END UKRAINE WAR ? AS HE IS SELLING ARMS TO NATO BEHALF THIS WAR WORLD LOOKING BOTH OF YOU/SAVE MILLIONS LIFE ?,1,no,1,1,1
@MattHancock @RishiSunak Wondered where you disappeared to.,2,no,2,2,2
Why have I always thought Rishi Sunak was really tall??,3,yes,3,3,3
"@RishiSunak You are a snake and a charlatan.
I will allow my membership to lapse.
I will never vote for a Party led by you.

#BackBoris",4,yes,4,4,4
@SteveBakerHW @benonwine How can you possibly say that?  If #RishiSunak gets the job the country will know it was a coup and the divisiveness on the nation will be cataclysmic.,3,yes,3,3,3
"Rishi Sunak is the youngest British prime minister since Earl Liverpool in 1812, and the second youngest since William Pitt in 1783 who became prime minister at the age of 24. He is the youngest prime minister to not have been born in the 18th century!",3,yes,3,3,3
My dirty underwear has more charisma than rishi sunak #GeneralElectionN0W,2,no,2,2,2
"@PaulBrandITV First Kamala Harris, now Rishi Sunak

The people of the U.S. and the U.K have embraced the non-majority citizens of their countries and elected them to high office in government

I think there is a lesson to learned by India and the parties that practise  majoritarianism",4,yes,4,4,4
@MattHancock @RishiSunak Are you still around? How’s the wife?,3,yes,3,3,3
"@KhaledBeydoun 

Victory of @RishiSunak is a victory of #Islamophobia!
#UKPM #UKPolitics",3,yes,3,3,3
@FelicityBuchan @RishiSunak Maybe for your own seats instead ?,3,yes,3,3,3
@Corbelious @elaine_stott @Conservatives @SirGrahamBrady @RishiSunak Same here,3,yes,3,3,3
@RuthDavidsonPC @RishiSunak Hardly elected Ruth!,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Now is you opportunity to do the honourable thing and resign from UK politics!,4,yes,4,4,4
@leethario @LubyLou64th @JamesCleverly @RishiSunak Isn’t that this goverment .liars .and unfit for purpose,2,no,2,2,2
Rishi Sunak knows only too well that two years is an awful long time for some voters (perhaps enough voters) to remember how dire the Tories have been.,2,no,2,2,2
@sammwittings @Jacob_Rees_Mogg @RishiSunak Hear hear,3,yes,3,3,3
@RishiSunak Good luck with that  election  😉  think of all the people who voted for you and the ones who  didn't  tax payers,5,yes,5,5,5
@GauthamMachaiah @KamalaHarris @RishiSunak Yes. Only on merit. Not through caste.,5,yes,5,5,5
He’d have been better freestyling that … #RishiSunak,4,yes,4,4,4
"@RishiSunak Unelected, with no mandate to govern, every bit of damage you caused is without the will of the people behind you. #GeneralElectionN0W",1,no,1,1,1
"No idea why everyone has such vitriol for #RishiSunak. He’s a brexiteer, lockdown sceptic, economically savvy. We should be celebrating the 1st non white British PM. Celebrating diversity and showing how accepting Britain is. Still Great. I wish him well. We need him to be great.",5,yes,5,5,5
@JustinWelby @RishiSunak Do you ever pray for anyone apart from Tory leaders?,4,yes,4,4,4
@pritipatel @RishiSunak You lot have given us Starmer. Thanks a bunch!,4,yes,4,4,4
"@EntroIso @TheMarkHowarth @StephenMoreton3 @trussliz @RishiSunak No it’s something we should be proud of, yes we colonised but these countries were a lot better off under our control, we built roads, schools and general basic infrastructure, since we left these places, they are all worse off for it, especially South Asia and A lot of Africa.",4,yes,4,4,4
@narendramodi @RishiSunak Wish you the same to uk prime minister Rishi sunak,4,yes,4,4,4
"Be it @RishiSunak (Ox Uni) or @PennyMordaunt or @BorisJohnson (Ox Uni) or Sir @Keir_Starmer (Ox Uni)- ""They"" (aka ""those lot"") always get into power. Time for the working class to get into power, not these bastards.",4,yes,4,4,4
@RishiSunak congratulations on becoming UK PM. India doesn't expect any favours from you. Make sure you too.,4,yes,4,4,4
"@LeoVaradkar @RishiSunak What?
He worked hard for it???
Jesus Christ...",2,no,2,2,2
"@beesfortrees1 @reatoration @info_teq @WanderJinder @narendramodi @RishiSunak This excuse is absolutely overused and stupid. 

Of course people think of the party leader when casting their vote. Why do you think Boris won a massive majority campaigning to get Brexit done?",4,yes,4,4,4
"Lots of trolls adding to the #BackBoris campaign. The UK does not want Boris Johnson back in power, EVER! I won’t be voting Conservative in the next election, but would much rather #RishiSunak to steady the economy, for now! #ToryLeadershipContest #ToryShambles",3,yes,3,3,3
"@RichardNeilso15 @Jacob_Rees_Mogg @RishiSunak Sarcasm I hope, I almost had to swallow some sick down… why would you like the chap that thinks you are a pleb",3,yes,3,3,3
@Conservatives @RishiSunak More APPOINTED than elected!,3,yes,3,3,3
@nadhimzahawi @RishiSunak @Conservatives Gotta keep those horses warm. Winter is coming,4,yes,4,4,4
@CEO_TTUK @MattHancock @RishiSunak Did you see his little face when Sunak blanked him outside CCHQ? It was hilarious. 😂,5,yes,5,5,5
@bailugs2021 @SusanBanbury1 @MPIainDS @RishiSunak Conservatives have turned their backs on democracy. Like tyrants they have forced an unwanted leader on the country. They have lost my vote.,2,no,2,2,2
@Jacob_Rees_Mogg @RishiSunak Still lying JRM ?,2,no,2,2,2
@shearernorthern @JustinWelby @RishiSunak He’s got a vested interest - he too was once a banker,4,yes,4,4,4
@visegrad24 Rishi Sunak is CCP’s running dog 🐶🤡,3,yes,3,3,3
"@Jacob_Rees_Mogg @RishiSunak Hey Siri, show me what ‘fake sincerity’ looks like.",4,yes,4,4,4
"Rishi you did it !!!
Proud of you man 

#RishiSunakPM 
#RishiSunakPM 
#ProudHindu",5,yes,5,5,5
"Told my kids about @RishiSunak and they said 'Is he worse?' so I told them what a Chancellor was, and when he held that office, and they said, 'oh no, so he IS worse!'

From the mouths of babes, etc...",1,no,1,1,1
"@lavern_spicer Well, with any luck #BorisJohnson.

#RishiSunak would be a huge error on so many levels.",4,yes,4,4,4
"@SpammyFritter @piersmorgan @RishiSunak You mean the same people who denied the Gurkhas any justice after loyally serving the UK for over 200 years. 
Yes the Gurkhas and Rishi are both Hindus.",5,yes,5,5,5
"Rishi Sunak, first and hopefully last.",4,yes,4,4,4
"A liar &amp; fraud in the Johnson mould, the more things change the more they stay the same. #RishiSunak #VoteToriesOut #NeverTrustATory #NeverVoteTory",1,no,1,1,1
@vivekagnihotri @RishiSunak He will remain as subservient as the photo shows. Don't you worry.,4,yes,4,4,4
"I grew up in the 60s &amp; 70s, with a Sri Lankan father &amp; Italian mother, when Paki-bashing meant I had to run away from gangs a couple of times, so seeing @RishiSunak become PM is a big deal (though now Asian kids are really going to have to work to satisfy family expectations!)",4,yes,4,4,4
Only reason general election will be called in the U.K. is because they didn’t select the banker as the new prime minister #liztruss #GeneralElectionNow #RishiSunak #bankersruletheworld,3,yes,3,3,3
"@JustinWelby @RishiSunak Mister archbishop, you’re pissing in the wind if you’re trying to preach to keir starmer about unity",2,no,2,2,2
@Jacob_Rees_Mogg @RishiSunak Probably time for you to retreat gracefully whence you came………,5,yes,5,5,5
@AntheaJayne4 @RishiSunak @Conservatives Most of them are in it for themselves and don't give a shit about their constituents I'm afraid to say.,4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak Conservatives will be wiped out at the next GE.,3,yes,3,3,3
"@pranitasubhash Lolz! Do some research! 
Rishi Sunak's grandparents were from Gujranwala, Pakistan; Rishi Sunak's parents were from Nairobi, Kenya; Rishi Sunak was born in Southampton, UK.",5,yes,5,5,5
Well done Rishi! Absolutely sure you will make us all proud and take our country forward. #RishiSunakPM #RishiSunak,5,yes,5,5,5
"@guardian The rule of law is a principle of governance in which all persons, institutions and entities, whether public or private, and including the State itself, are accountable to laws
including any illegalities from @RishiSunak himself ?",3,yes,3,3,3
@olafdoesstuff Did you see the (now deleted) tweet from @AnumSNP implying that Rishi Sunak is the wrong kind of Asian? The ugly face of nationalism in Scotland.,1,no,1,1,1
"@pnorwood13 @NixJPayne @RishiSunak Btw. It's the people who are paying cash to the tradesmen (likely middle class, likely both earners, likely well off, likely able to afford the VAT) as well as the tradesmen who don't declare it that are in the wrong. We all need to pay our bit for public services we enjoy.",4,yes,4,4,4
"@JakeBerry @RishiSunak You are all criminals you conspired to bring down a democratically elected Government and 2 Prime Ministers. That is sedition: 
'conduct or speech inciting people to rebel against the authority of a state or monarch'",1,no,1,1,1
Why aren’t his eyes moving? Strong demon headmaster vibes from @RishiSunak here.,4,yes,4,4,4
@PrestonChris Do you honestly believe @ukhomeoffice allows people to work after 12months? Please don't be deceived. There're THOUSANDS of people who will gladly work on farms or do care work but HO refuse to let them work &amp; pay tax despite many staff shortages in UK @grantshapps @RishiSunak,4,yes,4,4,4
Who on earth does @RishiSunak have as Chancellor? There isn't anyone I would Trussed!,3,yes,3,3,3
"@AWMurrison @RishiSunak Use Rishi’s millions to finance your future election campaigns, you’ll need it.",3,yes,3,3,3
"#BoJo out of the race for #PM , what plum job did #RishiSunak promise him I wonder?!",4,yes,4,4,4
@RishiSunak @adamboultonTABB I thought it was your job to actually deliver Brexit properly now? It better be or we are absolutely Johnsoned.,4,yes,4,4,4
"@ShashiTharoor @RishiSunak I remember, we already have had atleast 3 Presidents from Minority, one Sikh PM and an Italian Xian as a Super-PM.
More than brilliant track-record for a Nation that had a tumultuous Colonial history.",5,yes,5,5,5
@JustinWelby @RishiSunak Pray for him to become a socialist,4,yes,4,4,4
"@matt89015 @dearaunty @TrippyPip @melindiscott @TheOnlyGuru The things that will always be an issue re Rishi Sunak:
His incompetence as Chancellor
His profligacy as Chancellor
His creating inflation as Chancellor
His failure to respect others and answer questions
His FPN fine (same as BJ)
His personal wealth
His lack of empathy",3,yes,3,3,3
"Congratulations @RishiSunak on becoming Conservative Party Leader and PM. You have worked hard to achieve this. These are challenging times of war, inflation, global uncertainty. I look forward to the UK working with Ireland and the EU as friends and allies in the years ahead",4,yes,4,4,4
@trussliz @RishiSunak Then he will literally need god on his side!!,4,yes,4,4,4
"#RishiSunak is on a crash course, if he wins he will be blamed for upcoming financial decline and losing the next election. Media will rip him apart",2,no,2,2,2
Seems like #Filey likes the @RishiSunak news. @Tesco is quickly running out of pizza and beer.,5,yes,5,5,5
@Whirlygig5 @RishiSunak @Jeremy_Hunt It is a very sad day for our country. No democracy is the reason fed by people who have only thought of themselves. We need a General Election now,1,no,1,1,1
@Arron_banks @RogerXMathew I’d say he’s ready to crawl up the arse of anyone that will keep him in a ministerial role and his bizarre group of camp wannabee fascist wallies the ERG in the news. He’s a pro-level douchebag and needs professional therapy. #Donut #BorisTheLiar #RishiSunak,1,no,1,1,1
"@andreajenkyns @RishiSunak Nope supported you for long enough, time for you to go",2,no,2,2,2
@David_Cameron @RishiSunak @Conservatives You are the architect of the downfall of the UK.,3,yes,3,3,3
@trussliz @ConsPost @RishiSunak Why speak out LT you are riding high,3,yes,3,3,3
@FelicityBuchan @RishiSunak Good luck with that. Ex-Conservative member speaking.,5,yes,5,5,5
@BethUrmston @maroonpebble What’s the point of this nonsense? Is @Keir_Starmer really better than @RishiSunak? I think not.,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak It'll be much easier to snooze on the back benches,4,yes,4,4,4
@Peter7Armstrong @RishiSunak Peter you beat me to it,3,yes,3,3,3
"@narendramodi @RishiSunak Great moment.... After 75 years once our rulers, allowed themselves to be ruled by us.... Paying back.",5,yes,5,5,5
"@piersmorgan @RishiSunak Maybe shouldn't have started his speech with a lie.  We all know Liz Truss did nothing but donuts as she u turned so many times yet here the new PM bigs her up.  Start by telling the truth, come out and say the Tories fucked up and should have done this 2 months ago",1,no,1,1,1
@Conservatives @RishiSunak Reason #384746746 why i want to move away from the UK,3,yes,3,3,3
@BFujer @Jacob_Rees_Mogg @RishiSunak The Conservative Party is now a totally extreme right-wing organisation. They are coming for employment rights - including holiday and sick pay - and it will be women’s rights next. They are dangerous ideologues who do not have the best interests of our country at heart.,3,yes,3,3,3
@Conservatives @RishiSunak Make the most of what time you have left in power it’ll be the last for a generation.,3,yes,3,3,3
